Bulan Rata-rata,
,Harga Telur Ayam Ras (1 Kg) (Rupiah)
,2020
Januari,25063
Februari,23269
Maret,21831
April,23738
Mei,23894
Juni,26615
Juli,26887
Agustus,26813
September,26719
Oktober,24300
November,27109
Desember,28917
Rata-rata,25430
