Bulan Rata-rata,
,Harga Bawang Merah (1 Kg) (Rupiah)
,2021
Januari,34607
Februari,32321
Maret,33250
April,30171
Mei,30071
Juni,29857
Juli,31486
Agustus,35000
September,26914
Oktober,27750
November,27286
Desember,25886
Rata-rata,30383
