Bulan Rata-rata,
,Harga Bawang Merah (1 Kg) (Rupiah)
,2023
Januari,41036
Februari,40893
Maret,34171
April,33571
Mei,32964
Juni,35829
Juli,40536
Agustus,30657
September,24964
Oktober,24750
November,26343
Desember,29786
Rata-rata,32958
