Bulan Rata-rata,
,Harga Telur Ayam Ras (1 Kg) (Rupiah)
,2022
Januari,28523
Februari,25056
Maret,22669
April,27525
Mei,27744
Juni,26406
Juli,27962
Agustus,27181
September,27756
Oktober,27217
November,28275
Desember,30265
Rata-rata,27215
