Bulan Rata-rata,
,Harga Beras Lokal (1 Kg) (Rupiah)
,2023
Januari,10250
Februari,10250
Maret,10517
April,10667
Mei,11125
Juni,11917
Juli,11917
Agustus,12150
September,12729
Oktober,13729
November,14343
Desember,14221
Rata-rata,11985
