Bulan Rata-rata,
,Harga Telur Ayam Ras (1 Kg) (Rupiah)
,2023
Januari,30688
Februari,29400
Maret,28994
April,31056
Mei,30433
Juni,31413
Juli,31406
Agustus,31413
September,29241
Oktober,25264
November,26779
Desember,28059
Rata-rata,29512
