Bulan Rata-rata,
,Harga Cabai Merah (1 Kg) (Rupiah)
,2022
Januari,46806
Februari,44861
Maret,48222
April,51222
Mei,48889
Juni,42556
Juli,44583
Agustus,45139
September,45889
Oktober,46389
November,46806
Desember,47778
Rata-rata,46595
