Bulan Rata-rata,
,Harga Cabai Merah (1 Kg) (Rupiah)
,2021
Januari,54667
Februari,55778
Maret,54111
April,52333
Mei,48000
Juni,41111
Juli,41956
Agustus,44028
September,48333
Oktober,50222
November,51278
Desember,51333
Rata-rata,49429
