Bulan Rata-rata,
,Harga Bawang Merah (1 Kg) (Rupiah)
,2020
Januari,37133
Februari,32625
Maret,30279
April,39014
Mei,44345
Juni,49124
Juli,39067
Agustus,32333
September,29083
Oktober,32200
November,39833
Desember,39867
Rata-rata,37075
