Exchange Rates On Transaction USD  ;Exchange Rates On Transaction USD  ;Exchange Rates On Transaction USD  ;Exchange Rates On Transaction USD  ;
;;;;
NO;Value;Sell;Buy;Date
845;1;14696,12;14549,89;8/5/2020 12:00:00 AM
846;1;14770,49;14623,52;8/4/2020 12:00:00 AM
847;1;14786,57;14639,44;8/3/2020 12:00:00 AM
848;1;14726,27;14579,74;7/30/2020 12:00:00 AM
849;1;14642,85;14497,15;7/29/2020 12:00:00 AM
850;1;14615,72;14470,29;7/28/2020 12:00:00 AM
851;1;14678,03;14531,98;7/27/2020 12:00:00 AM
852;1;14687,07;14540,93;7/24/2020 12:00:00 AM
853;1;14742,35;14595,66;7/23/2020 12:00:00 AM
854;1;14728,28;14581,73;7/22/2020 12:00:00 AM
855;1;14887,07;14738,94;7/21/2020 12:00:00 AM
856;1;14906,16;14757,84;7/20/2020 12:00:00 AM
857;1;14853,9;14706,1;7/17/2020 12:00:00 AM
858;1;14705,16;14558,84;7/16/2020 12:00:00 AM
859;1;14689,08;14542,92;7/15/2020 12:00:00 AM
860;1;14584,56;14439,44;7/14/2020 12:00:00 AM
861;1;14558,43;14413,57;7/13/2020 12:00:00 AM
862;1;14573,51;14428,5;7/10/2020 12:00:00 AM
863;1;14518,23;14373,77;7/9/2020 12:00:00 AM
864;1;14532,3;14387,7;7/8/2020 12:00:00 AM
865;1;14528,28;14383,72;7/7/2020 12:00:00 AM
866;1;14619,74;14474,27;7/6/2020 12:00:00 AM
867;1;14638,83;14493,17;7/3/2020 12:00:00 AM
868;1;14588,58;14443,42;7/2/2020 12:00:00 AM
869;1;14412,71;14269,3;7/1/2020 12:00:00 AM
870;1;14373,51;14230,49;6/30/2020 12:00:00 AM
871;1;14440,85;14297,16;6/29/2020 12:00:00 AM
872;1;14310,2;14167,81;6/26/2020 12:00:00 AM
873;1;14302,16;14159,85;6/25/2020 12:00:00 AM
874;1;14230,8;14089,2;6/24/2020 12:00:00 AM
875;1;14336,33;14193,68;6/23/2020 12:00:00 AM
876;1;14280,05;14137,96;6/22/2020 12:00:00 AM
877;1;14313,21;14170,79;6/19/2020 12:00:00 AM
878;1;14256,93;14115,07;6/18/2020 12:00:00 AM
879;1;14305,17;14162,83;6/17/2020 12:00:00 AM
880;1;14225,78;14084,23;6/16/2020 12:00:00 AM
881;1;14299,14;14156,86;6/15/2020 12:00:00 AM
882;1;14328,29;14185,72;6/12/2020 12:00:00 AM
883;1;14084,07;13943,93;6/11/2020 12:00:00 AM
884;1;14153,42;14012,59;6/10/2020 12:00:00 AM
885;1;14042,87;13903,14;6/9/2020 12:00:00 AM
886;1;14025,78;13886,22;6/8/2020 12:00:00 AM
887;1;14170,5;14029,5;6/5/2020 12:00:00 AM
888;1;14235,83;14094,18;6/4/2020 12:00:00 AM
889;1;14316,23;14173,78;6/3/2020 12:00:00 AM
890;1;14574,51;14429,49;6/2/2020 12:00:00 AM
891;1;14806,67;14659,34;5/29/2020 12:00:00 AM
892;1;14842,85;14695,16;5/28/2020 12:00:00 AM
893;1;14834,81;14687,2;5/27/2020 12:00:00 AM
894;1;14847,87;14700,13;5/26/2020 12:00:00 AM
895;1;14858,93;14711,08;5/20/2020 12:00:00 AM
896;1;14897,12;14748,89;5/19/2020 12:00:00 AM
897;1;14959,43;14810,58;5/18/2020 12:00:00 AM
898;1;14983,55;14834,46;5/15/2020 12:00:00 AM
899;1;15020,73;14871,27;5/14/2020 12:00:00 AM
900;1;14961,44;14812,57;5/13/2020 12:00:00 AM
901;1;15052,89;14903,11;5/12/2020 12:00:00 AM
902;1;15010,68;14861,32;5/11/2020 12:00:00 AM
903;1;15084,05;14933,96;5/8/2020 12:00:00 AM
904;1;15202,64;15051,37;5/6/2020 12:00:00 AM
905;1;15179,52;15028,48;5/5/2020 12:00:00 AM
906;1;15148,37;14997,64;5/4/2020 12:00:00 AM
907;1;15232,79;15081,22;4/30/2020 12:00:00 AM
908;1;15492,08;15337,93;4/29/2020 12:00:00 AM
909;1;15565,44;15410,56;4/28/2020 12:00:00 AM
910;1;15668,96;15513,05;4/27/2020 12:00:00 AM
911;1;15630,77;15475,24;4/24/2020 12:00:00 AM
912;1;15708,15;15551,85;4/23/2020 12:00:00 AM
913;1;15644,84;15489,17;4/22/2020 12:00:00 AM
914;1;15721,22;15564,79;4/21/2020 12:00:00 AM
915;1;15620,72;15465,29;4/20/2020 12:00:00 AM
916;1;15580,52;15425,49;4/17/2020 12:00:00 AM
917;1;15865,94;15708,07;4/16/2020 12:00:00 AM
918;1;15785,54;15628,47;4/15/2020 12:00:00 AM
919;1;15800,61;15643,39;4/14/2020 12:00:00 AM
920;1;15919,2;15760,8;4/13/2020 12:00:00 AM
921;1;16322,21;16159,8;4/9/2020 12:00:00 AM
922;1;16326,23;16163,78;4/8/2020 12:00:00 AM
923;1;16492,05;16327,95;4/7/2020 12:00:00 AM
924;1;16638,78;16473,22;4/6/2020 12:00:00 AM
925;1;16546,32;16381,68;4/3/2020 12:00:00 AM
926;1;16824,71;16657,3;4/2/2020 12:00:00 AM
927;1;16495,07;16330,94;4/1/2020 12:00:00 AM
928;1;16448,84;16285,17;3/31/2020 12:00:00 AM
929;1;16417,68;16254,32;3/30/2020 12:00:00 AM
930;1;16311,15;16148,85;3/27/2020 12:00:00 AM
931;1;16409,64;16246,36;3/26/2020 12:00:00 AM
932;1;16568,43;16403,57;3/24/2020 12:00:00 AM
933;1;16691,04;16524,96;3/23/2020 12:00:00 AM
934;1;16354,37;16191,64;3/20/2020 12:00:00 AM
935;1;15790,56;15633,44;3/19/2020 12:00:00 AM
936;1;15299,12;15146,89;3/18/2020 12:00:00 AM
937;1;15158,42;15007,59;3/17/2020 12:00:00 AM
938;1;14892,09;14743,91;3/16/2020 12:00:00 AM
939;1;14889,08;14740,93;3/13/2020 12:00:00 AM
940;1;14562,45;14417,55;3/12/2020 12:00:00 AM
941;1;14394,62;14251,39;3/11/2020 12:00:00 AM
942;1;14483,06;14338,95;3/10/2020 12:00:00 AM
943;1;14413,71;14270,29;3/9/2020 12:00:00 AM
944;1;14338,34;14195,67;3/6/2020 12:00:00 AM
945;1;14238,84;14097,16;3/5/2020 12:00:00 AM
946;1;14241,86;14100,15;3/4/2020 12:00:00 AM
947;1;14293,11;14150,89;3/3/2020 12:00:00 AM
948;1;14485,07;14340,94;3/2/2020 12:00:00 AM
949;1;14305,17;14162,83;2/28/2020 12:00:00 AM
950;1;14088,09;13947,91;2/27/2020 12:00:00 AM
951;1;14035,83;13896,17;2/26/2020 12:00:00 AM
952;1;13962,47;13823,54;2/25/2020 12:00:00 AM
953;1;13932,32;13793,69;2/24/2020 12:00:00 AM
954;1;13845,89;13708,12;2/21/2020 12:00:00 AM
955;1;13803,68;13666,33;2/20/2020 12:00:00 AM
956;1;13785,59;13648,42;2/19/2020 12:00:00 AM
957;1;13744,38;13607,62;2/18/2020 12:00:00 AM
958;1;13761,47;13624,54;2/17/2020 12:00:00 AM
959;1;13775,54;13638,47;2/14/2020 12:00:00 AM
960;1;13747,4;13610,61;2/13/2020 12:00:00 AM
961;1;13727,3;13590,71;2/12/2020 12:00:00 AM
962;1;13754,43;13617,57;2/11/2020 12:00:00 AM
963;1;13776,54;13639,46;2/10/2020 12:00:00 AM
964;1;13715,24;13578,77;2/7/2020 12:00:00 AM
965;1;13730,31;13593,69;2/6/2020 12:00:00 AM
966;1;13785,59;13648,42;2/5/2020 12:00:00 AM
967;1;13828,8;13691,2;2/4/2020 12:00:00 AM
968;1;13794,63;13657,37;2/3/2020 12:00:00 AM
969;1;13730,31;13593,69;1/31/2020 12:00:00 AM
970;1;13720,26;13583,74;1/30/2020 12:00:00 AM
971;1;13702,17;13565,83;1/29/2020 12:00:00 AM
972;1;13715,24;13578,77;1/28/2020 12:00:00 AM
973;1;13680,06;13543,94;1/27/2020 12:00:00 AM
974;1;13700,16;13563,84;1/24/2020 12:00:00 AM
975;1;13694,13;13557,87;1/23/2020 12:00:00 AM
976;1;13746,39;13609,61;1/22/2020 12:00:00 AM
977;1;13726,29;13589,71;1/21/2020 12:00:00 AM
978;1;13722,27;13585,73;1/20/2020 12:00:00 AM
979;1;13716,24;13579,76;1/17/2020 12:00:00 AM
980;1;13726,29;13589,71;1/16/2020 12:00:00 AM
981;1;13774,53;13637,47;1/15/2020 12:00:00 AM
982;1;13722,27;13585,73;1/14/2020 12:00:00 AM
983;1;13776,54;13639,46;1/13/2020 12:00:00 AM
984;1;13881,06;13742,94;1/10/2020 12:00:00 AM
985;1;13929,3;13790,7;1/9/2020 12:00:00 AM
986;1;14003,67;13864,33;1/8/2020 12:00:00 AM
987;1;13988,6;13849,41;1/7/2020 12:00:00 AM
988;1;14030,81;13891,2;1/6/2020 12:00:00 AM
989;1;13968,5;13829,51;1/3/2020 12:00:00 AM
990;1;13964,48;13825,53;1/2/2020 12:00:00 AM
