Bulan Rata-rata,
,Harga Bawang Merah (1 Kg) (Rupiah)
,2022
Januari,28393
Februari,33107
Maret,35400
April,29714
Mei,29643
Juni,38943
Juli,50286
Agustus,45750
September,33971
Oktober,31964
November,38179
Desember,37771
Rata-rata,36093
