Bulan Rata-rata,
,Harga Cabai Merah (1 Kg) (Rupiah)
,2020
Januari,37097
Februari,40222
Maret,47694
April,46444
Mei,46897
Juni,44220
Juli,38951
Agustus,40441
September,40997
Oktober,55333
November,55556
Desember,55222
Rata-rata,45756
