Bulan Rata-rata,
,Harga Beras Lokal (1 Kg) (Rupiah)
,2022
Januari,10000
Februari,10000
Maret,10000
April,10000
Mei,10000
Juni,10000
Juli,10000
Agustus,10000
September,10000
Oktober,10000
November,10000
Desember,10000
Rata-rata,10000
