Bulan Rata-rata,
,Harga Telur Ayam Ras (1 Kg) (Rupiah)
,2021
Januari,28394
Februari,26331
Maret,25925
April,26264
Mei,27436
Juni,26905
Juli,26465
Agustus,26894
September,22169
Oktober,21134
November,23931
Desember,27313
Rata-rata,25763
